Rollno,cent_allot,cent_add,examDate,batch,rep_time
NL2001573,SOA,NIELIT SOA,22-09-2023,1,9:00 AM
NL2001574,SOA,NIELIT SOA,24-09-2023,1,9:00 AM
NL2001575,SOA,NIELIT SOA,12-09-2023,1,9:00 AM
NL2001576,SOA,NIELIT SOA,20-09-2023,1,9:00 AM
NL2001577,SOA,NIELIT SOA,14-09-2023,2,2:00 PM
NL2001578,GUN,NIELIT GUN,23-09-2023,2,2:00 PM
NL2001579,SOA,NIELIT SOA,19-09-2023,1,9:00 AM
NL2001580,GUN,NIELIT GUN,11-09-2023,1,9:00 AM
NL2001581,SOA,NIELIT SOA,19-09-2023,2,2:00 PM
NL2001582,SOA,NIELIT SOA,10-09-2023,1,9:00 AM
NL2001583,SOA,NIELIT SOA,09-09-2023,1,9:00 AM
NL2001584,SOA,NIELIT SOA,14-09-2023,1,9:00 AM
NL2001585,SOA,NIELIT SOA,17-09-2023,2,2:00 PM
NL2001586,SOA,NIELIT SOA,07-09-2023,2,2:00 PM
NL2001587,GUN,NIELIT GUN,08-09-2023,2,2:00 PM
NL2001588,SOA,NIELIT SOA,18-09-2023,1,9:00 AM
NL2001589,SOA,NIELIT SOA,23-09-2023,1,9:00 AM
NL2001590,SOA,NIELIT SOA,24-09-2023,2,2:00 PM
NL2001591,NEL,NIELIT NEL,12-09-2023,2,2:00 PM
NL2001592,NEL,NIELIT NEL,13-09-2023,1,9:00 AM
NL2001593,SIR,NIELIT SIR,24-09-2023,2,2:00 PM
NL2001594,SIR,NIELIT SIR,07-09-2023,1,9:00 AM
NL2001595,SIR,NIELIT SIR,09-09-2023,1,9:00 AM
NL2001596,SIR,NIELIT SIR,07-09-2023,2,2:00 PM
NL2001597,GUN,NIELIT GUN,01-09-2023,1,9:00 AM
NL2001598,SIR,NIELIT SIR,14-09-2023,2,2:00 PM
NL2001599,SOA,NIELIT SOA,03-09-2023,1,9:00 AM
NL2001600,NEL,NIELIT NEL,07-09-2023,1,9:00 AM
NL2001601,SOA,NIELIT SOA,21-09-2023,2,2:00 PM
NL2001602,SOA,NIELIT SOA,18-09-2023,2,2:00 PM
NL2001603,SIR,NIELIT SIR,15-09-2023,2,2:00 PM
NL2001604,SOA,NIELIT SOA,29-09-2023,1,9:00 AM
NL2001605,SIR,NIELIT SIR,18-09-2023,2,2:00 PM
NL2001606,SOA,NIELIT SOA,16-09-2023,1,9:00 AM
NL2001607,SIR,NIELIT SIR,21-09-2023,1,9:00 AM
NL2001608,SOA,NIELIT SOA,26-09-2023,2,2:00 PM
NL2001609,SIR,NIELIT SIR,29-09-2023,1,9:00 AM
NL2001610,SOA,NIELIT SOA,24-09-2023,1,9:00 AM
NL2001611,SOA,NIELIT SOA,08-09-2023,1,9:00 AM
NL2001612,SIR,NIELIT SIR,03-09-2023,1,9:00 AM
NL2001613,SOA,NIELIT SOA,06-09-2023,2,2:00 PM
NL2001614,SOA,NIELIT SOA,08-09-2023,1,9:00 AM
NL2001615,ANA,NIELIT ANA,22-09-2023,1,9:00 AM
NL2001616,KARN,NIELIT KARN,09-09-2023,2,2:00 PM
NL2001617,SOA,NIELIT SOA,04-09-2023,1,9:00 AM
NL2001618,SOA,NIELIT SOA,01-09-2023,1,9:00 AM
NL2001619,KARN,NIELIT KARN,29-09-2023,1,9:00 AM
NL2001620,SOA,NIELIT SOA,28-09-2023,2,2:00 PM
NL2001621,NEL,NIELIT NEL,27-09-2023,2,2:00 PM
NL2001622,MAHB,NIELIT MAHB,03-09-2023,2,2:00 PM
NL2001623,MAHB,NIELIT MAHB,22-09-2023,1,9:00 AM
NL2001624,NEL,NIELIT NEL,20-09-2023,2,2:00 PM
NL2001625,KUN,NIELIT KUN,05-09-2023,1,9:00 AM
NL2001626,KUN,NIELIT KUN,26-09-2023,1,9:00 AM
NL2001627,GUN,NIELIT GUN,28-09-2023,2,2:00 PM
NL2001628,KUN,NIELIT KUN,19-09-2023,1,9:00 AM
NL2001629,GUN,NIELIT GUN,19-09-2023,2,2:00 PM
NL2001630,ANA,NIELIT ANA,01-09-2023,2,2:00 PM
NL2001631,GUN,NIELIT GUN,09-09-2023,1,9:00 AM
NL2001632,ANA,NIELIT ANA,17-09-2023,1,9:00 AM
NL2001633,GUN,NIELIT GUN,16-09-2023,2,2:00 PM
NL2001634,GUN,NIELIT GUN,20-09-2023,2,2:00 PM
NL2001635,ANA,NIELIT ANA,08-09-2023,2,2:00 PM
NL2001636,GUN,NIELIT GUN,22-09-2023,2,2:00 PM
NL2001637,KUN,NIELIT KUN,03-09-2023,2,2:00 PM
NL2001638,KUN,NIELIT KUN,10-09-2023,2,2:00 PM
NL2001639,KUN,NIELIT KUN,29-09-2023,1,9:00 AM
NL2001640,KUN,NIELIT KUN,30-09-2023,1,9:00 AM
NL2001641,MAHB,NIELIT MAHB,01-09-2023,1,9:00 AM
NL2001642,ANA,NIELIT ANA,27-09-2023,1,9:00 AM
NL2001643,ANA,NIELIT ANA,07-09-2023,2,2:00 PM
NL2001644,ANA,NIELIT ANA,20-09-2023,1,9:00 AM
NL2001645,ANA,NIELIT ANA,11-09-2023,2,2:00 PM
NL2001646,KARN,NIELIT KARN,23-09-2023,1,9:00 AM
NL2001647,KARN,NIELIT KARN,02-09-2023,2,2:00 PM
NL2001648,ANA,NIELIT ANA,02-09-2023,2,2:00 PM
NL2001649,ANA,NIELIT ANA,11-09-2023,2,2:00 PM
NL2001650,PUD,NIELIT PUD,04-09-2023,1,9:00 AM
NL2001651,ANA,NIELIT ANA,23-09-2023,2,2:00 PM
NL2001652,NALG,NIELIT NALG,18-09-2023,1,9:00 AM
NL2001653,NALG,NIELIT NALG,24-09-2023,2,2:00 PM
NL2001654,CTT,NIELIT CTT,26-09-2023,2,2:00 PM
NL2001655,ANA,NIELIT ANA,01-09-2023,1,9:00 AM
NL2001656,NALG,NIELIT NALG,18-09-2023,1,9:00 AM
NL2001657,ANA,NIELIT ANA,23-09-2023,1,9:00 AM
NL2001658,CTT,NIELIT CTT,05-09-2023,1,9:00 AM
NL2001659,ANA,NIELIT ANA,22-09-2023,1,9:00 AM
NL2001660,CTT,NIELIT CTT,10-09-2023,2,2:00 PM
NL2001661,ANA,NIELIT ANA,06-09-2023,2,2:00 PM
NL2001662,CTT,NIELIT CTT,15-09-2023,1,9:00 AM
NL2001663,CTT,NIELIT CTT,30-09-2023,1,9:00 AM
NL2001664,ANA,NIELIT ANA,17-09-2023,2,2:00 PM
NL2001665,CTT,NIELIT CTT,20-09-2023,1,9:00 AM
NL2001666,CTT,NIELIT CTT,03-09-2023,2,2:00 PM
NL2001667,CTT,NIELIT CTT,16-09-2023,1,9:00 AM
NL2001668,CTT,NIELIT CTT,09-09-2023,2,2:00 PM
NL2001669,ANA,NIELIT ANA,17-09-2023,1,9:00 AM
NL2001670,CTT,NIELIT CTT,27-09-2023,2,2:00 PM
NL2001671,ANA,NIELIT ANA,28-09-2023,1,9:00 AM
NL2001672,CTT,NIELIT CTT,30-09-2023,1,9:00 AM
NL2001673,ANA,NIELIT ANA,09-09-2023,2,2:00 PM
NL2001674,CTT,NIELIT CTT,14-09-2023,2,2:00 PM
NL2001675,ANA,NIELIT ANA,30-09-2023,1,9:00 AM
NL2001676,ANA,NIELIT ANA,02-09-2023,1,9:00 AM
NL2001677,CTT,NIELIT CTT,23-09-2023,1,9:00 AM
NL2001678,NEL,NIELIT NEL,12-09-2023,2,2:00 PM
NL2001679,ANA,NIELIT ANA,12-09-2023,1,9:00 AM
NL2001680,GUN,NIELIT GUN,07-09-2023,2,2:00 PM
NL2001681,CTT,NIELIT CTT,29-09-2023,2,2:00 PM
NL2001682,GUN,NIELIT GUN,15-09-2023,1,9:00 AM
NL2001683,NEL,NIELIT NEL,25-09-2023,2,2:00 PM
NL2001684,GUN,NIELIT GUN,30-09-2023,1,9:00 AM
NL2001685,GUN,NIELIT GUN,19-09-2023,2,2:00 PM
NL2001686,GUN,NIELIT GUN,08-09-2023,1,9:00 AM
NL2001687,NEL,NIELIT NEL,07-09-2023,2,2:00 PM
NL2001688,NEL,NIELIT NEL,17-09-2023,1,9:00 AM
NL2001689,NEL,NIELIT NEL,03-09-2023,1,9:00 AM
NL2001690,NEL,NIELIT NEL,05-09-2023,1,9:00 AM
NL2001691,NEL,NIELIT NEL,29-09-2023,1,9:00 AM
NL2001692,NEL,NIELIT NEL,02-09-2023,1,9:00 AM
NL2001693,MED,NIELIT MED,10-09-2023,1,9:00 AM
NL2001694,NEL,NIELIT NEL,15-09-2023,2,2:00 PM
NL2001695,NEL,NIELIT NEL,25-09-2023,2,2:00 PM
NL2001696,MED,NIELIT MED,11-09-2023,2,2:00 PM
NL2001697,NEL,NIELIT NEL,07-09-2023,2,2:00 PM
NL2001698,NEL,NIELIT NEL,21-09-2023,1,9:00 AM
NL2001699,ADI,NIELIT ADI,25-09-2023,2,2:00 PM
NL2001700,NALG,NIELIT NALG,15-09-2023,1,9:00 AM
NL2001701,CTT,NIELIT CTT,20-09-2023,2,2:00 PM
NL2001702,CTT,NIELIT CTT,19-09-2023,2,2:00 PM
NL2001703,CTT,NIELIT CTT,21-09-2023,1,9:00 AM
NL2001704,CTT,NIELIT CTT,04-09-2023,1,9:00 AM
NL2001705,CTT,NIELIT CTT,20-09-2023,1,9:00 AM
NL2001706,CTT,NIELIT CTT,19-09-2023,1,9:00 AM
NL2001707,CTT,NIELIT CTT,23-09-2023,2,2:00 PM
NL2001708,CTT,NIELIT CTT,21-09-2023,2,2:00 PM
NL2001709,CTT,NIELIT CTT,03-09-2023,1,9:00 AM
NL2001710,CTT,NIELIT CTT,20-09-2023,1,9:00 AM
NL2001711,CTT,NIELIT CTT,19-09-2023,2,2:00 PM
NL2001712,CTT,NIELIT CTT,01-09-2023,1,9:00 AM
NL2001713,CTT,NIELIT CTT,20-09-2023,2,2:00 PM
NL2001714,CTT,NIELIT CTT,21-09-2023,2,2:00 PM
NL2001715,CTT,NIELIT CTT,24-09-2023,1,9:00 AM
NL2001716,CTT,NIELIT CTT,09-09-2023,1,9:00 AM
NL2001717,CTT,NIELIT CTT,05-09-2023,1,9:00 AM
NL2001718,CTT,NIELIT CTT,07-09-2023,1,9:00 AM
NL2001719,CTT,NIELIT CTT,23-09-2023,2,2:00 PM
NL2001720,CTT,NIELIT CTT,27-09-2023,1,9:00 AM
NL2001721,CTT,NIELIT CTT,16-09-2023,2,2:00 PM
NL2001722,CTT,NIELIT CTT,07-09-2023,2,2:00 PM
NL2001723,CTT,NIELIT CTT,17-09-2023,1,9:00 AM
NL2001724,CTT,NIELIT CTT,10-09-2023,2,2:00 PM
NL2001725,CTT,NIELIT CTT,03-09-2023,2,2:00 PM
NL2001726,CTT,NIELIT CTT,12-09-2023,1,9:00 AM
NL2001727,CTT,NIELIT CTT,28-09-2023,2,2:00 PM
NL2001728,CTT,NIELIT CTT,03-09-2023,2,2:00 PM
NL2001729,CTT,NIELIT CTT,07-09-2023,1,9:00 AM
NL2001730,CTT,NIELIT CTT,22-09-2023,2,2:00 PM
NL2001731,CTT,NIELIT CTT,20-09-2023,1,9:00 AM
NL2001732,CTT,NIELIT CTT,22-09-2023,1,9:00 AM
NL2001733,CTT,NIELIT CTT,04-09-2023,2,2:00 PM
NL2001734,CTT,NIELIT CTT,28-09-2023,1,9:00 AM
NL2001735,CTT,NIELIT CTT,13-09-2023,2,2:00 PM
NL2001736,CTT,NIELIT CTT,09-09-2023,1,9:00 AM
NL2001737,CTT,NIELIT CTT,28-09-2023,2,2:00 PM
NL2001738,CTT,NIELIT CTT,07-09-2023,2,2:00 PM
NL2001739,CTT,NIELIT CTT,07-09-2023,2,2:00 PM
NL2001740,CTT,NIELIT CTT,26-09-2023,2,2:00 PM
NL2001741,CTT,NIELIT CTT,14-09-2023,1,9:00 AM
NL2001742,CTT,NIELIT CTT,09-09-2023,1,9:00 AM
NL2001743,NALG,NIELIT NALG,18-09-2023,2,2:00 PM
NL2001744,NALG,NIELIT NALG,06-09-2023,2,2:00 PM
NL2001745,NALG,NIELIT NALG,22-09-2023,2,2:00 PM
NL2001746,MAHB,NIELIT MAHB,03-09-2023,1,9:00 AM
NL2001747,MAHB,NIELIT MAHB,29-09-2023,1,9:00 AM
NL2001748,NALG,NIELIT NALG,20-09-2023,2,2:00 PM
NL2001749,NALG,NIELIT NALG,28-09-2023,2,2:00 PM
NL2001750,NALG,NIELIT NALG,22-09-2023,1,9:00 AM
NL2001751,NALG,NIELIT NALG,15-09-2023,2,2:00 PM
NL2001752,NALG,NIELIT NALG,04-09-2023,1,9:00 AM
NL2001753,NALG,NIELIT NALG,12-09-2023,2,2:00 PM
NL2001754,NALG,NIELIT NALG,19-09-2023,1,9:00 AM
NL2001755,NALG,NIELIT NALG,15-09-2023,2,2:00 PM
NL2001756,NALG,NIELIT NALG,20-09-2023,1,9:00 AM
NL2001757,NALG,NIELIT NALG,13-09-2023,2,2:00 PM
NL2001758,NALG,NIELIT NALG,22-09-2023,1,9:00 AM
NL2001759,NALG,NIELIT NALG,24-09-2023,1,9:00 AM
NL2001760,NALG,NIELIT NALG,11-09-2023,2,2:00 PM
NL2001761,NALG,NIELIT NALG,22-09-2023,2,2:00 PM
NL2001762,NALG,NIELIT NALG,15-09-2023,2,2:00 PM
NL2001763,NALG,NIELIT NALG,12-09-2023,2,2:00 PM
NL2001764,NALG,NIELIT NALG,01-09-2023,1,9:00 AM
NL2001765,NALG,NIELIT NALG,23-09-2023,2,2:00 PM
NL2001766,NALG,NIELIT NALG,17-09-2023,2,2:00 PM
NL2001767,NALG,NIELIT NALG,03-09-2023,1,9:00 AM
NL2001768,NALG,NIELIT NALG,14-09-2023,2,2:00 PM
NL2001769,NALG,NIELIT NALG,01-09-2023,2,2:00 PM
NL2001770,NALG,NIELIT NALG,28-09-2023,2,2:00 PM
NL2001771,NALG,NIELIT NALG,16-09-2023,2,2:00 PM
NL2001772,NALG,NIELIT NALG,02-09-2023,2,2:00 PM
NL2001773,NALG,NIELIT NALG,23-09-2023,2,2:00 PM
NL2001774,NALG,NIELIT NALG,08-09-2023,1,9:00 AM
NL2001775,NALG,NIELIT NALG,21-09-2023,1,9:00 AM
NL2001776,NALG,NIELIT NALG,16-09-2023,1,9:00 AM
NL2001777,NALG,NIELIT NALG,09-09-2023,2,2:00 PM
NL2001778,NALG,NIELIT NALG,12-09-2023,2,2:00 PM
NL2001779,NALG,NIELIT NALG,26-09-2023,1,9:00 AM
NL2001780,NALG,NIELIT NALG,30-09-2023,2,2:00 PM
NL2001781,NALG,NIELIT NALG,12-09-2023,2,2:00 PM
NL2001782,NALG,NIELIT NALG,07-09-2023,1,9:00 AM
NL2001783,MAHB,NIELIT MAHB,06-09-2023,1,9:00 AM
NL2001784,MED,NIELIT MED,08-09-2023,1,9:00 AM
NL2001785,KARN,NIELIT KARN,08-09-2023,1,9:00 AM
NL2001786,MED,NIELIT MED,17-09-2023,2,2:00 PM
NL2001787,MED,NIELIT MED,03-09-2023,2,2:00 PM
NL2001788,MED,NIELIT MED,14-09-2023,2,2:00 PM
NL2001789,KARN,NIELIT KARN,18-09-2023,2,2:00 PM
NL2001790,NALG,NIELIT NALG,29-09-2023,1,9:00 AM
NL2001791,NALG,NIELIT NALG,15-09-2023,2,2:00 PM
NL2001792,NALG,NIELIT NALG,05-09-2023,1,9:00 AM
NL2001793,NALG,NIELIT NALG,17-09-2023,1,9:00 AM
NL2001794,NALG,NIELIT NALG,15-09-2023,1,9:00 AM
NL2001795,NALG,NIELIT NALG,03-09-2023,2,2:00 PM
NL2001796,NALG,NIELIT NALG,25-09-2023,2,2:00 PM
NL2001797,ADI,NIELIT ADI,11-09-2023,1,9:00 AM
NL2001798,KARN,NIELIT KARN,19-09-2023,2,2:00 PM
NL2001799,KARN,NIELIT KARN,09-09-2023,1,9:00 AM
NL2001800,ADI,NIELIT ADI,10-09-2023,2,2:00 PM
NL2001801,ADI,NIELIT ADI,01-09-2023,1,9:00 AM
NL2001802,ADI,NIELIT ADI,25-09-2023,1,9:00 AM
NL2001803,ADI,NIELIT ADI,01-09-2023,2,2:00 PM
NL2001804,ADI,NIELIT ADI,12-09-2023,2,2:00 PM
NL2001805,ADI,NIELIT ADI,06-09-2023,1,9:00 AM
NL2001806,ADI,NIELIT ADI,18-09-2023,2,2:00 PM
NL2001807,ADI,NIELIT ADI,13-09-2023,2,2:00 PM
NL2001808,ADI,NIELIT ADI,04-09-2023,2,2:00 PM
NL2001809,ADI,NIELIT ADI,07-09-2023,1,9:00 AM
NL2001810,ADI,NIELIT ADI,25-09-2023,1,9:00 AM
NL2001811,ADI,NIELIT ADI,04-09-2023,2,2:00 PM
NL2001812,ADI,NIELIT ADI,22-09-2023,2,2:00 PM
NL2001813,ADI,NIELIT ADI,08-09-2023,2,2:00 PM
NL2001814,ADI,NIELIT ADI,09-09-2023,2,2:00 PM
NL2001815,ADI,NIELIT ADI,01-09-2023,2,2:00 PM
NL2001816,ADI,NIELIT ADI,08-09-2023,1,9:00 AM
NL2001817,VIZI,NIELIT VIZI,16-09-2023,2,2:00 PM
NL2001818,VIZI,NIELIT VIZI,04-09-2023,2,2:00 PM
NL2001819,VIZI,NIELIT VIZI,17-09-2023,2,2:00 PM
NL2001820,VIZI,NIELIT VIZI,04-09-2023,1,9:00 AM
NL2001821,ADI,NIELIT ADI,06-09-2023,1,9:00 AM
NL2001822,ADI,NIELIT ADI,16-09-2023,2,2:00 PM
NL2001823,ADI,NIELIT ADI,16-09-2023,2,2:00 PM
NL2001824,ADI,NIELIT ADI,22-09-2023,2,2:00 PM
NL2001825,ADI,NIELIT ADI,27-09-2023,1,9:00 AM
NL2001826,MED,NIELIT MED,28-09-2023,2,2:00 PM
NL2001827,NEL,NIELIT NEL,21-09-2023,2,2:00 PM
NL2001828,NEL,NIELIT NEL,01-09-2023,2,2:00 PM
NL2001829,NEL,NIELIT NEL,14-09-2023,2,2:00 PM
NL2001830,NEL,NIELIT NEL,07-09-2023,2,2:00 PM
NL2001831,MED,NIELIT MED,20-09-2023,1,9:00 AM
NL2001832,MED,NIELIT MED,05-09-2023,2,2:00 PM
NL2001833,MED,NIELIT MED,29-09-2023,1,9:00 AM
NL2001834,NEL,NIELIT NEL,16-09-2023,1,9:00 AM
NL2001835,MED,NIELIT MED,27-09-2023,1,9:00 AM
NL2001836,NEL,NIELIT NEL,21-09-2023,2,2:00 PM
NL2001837,MED,NIELIT MED,25-09-2023,1,9:00 AM
NL2001838,NEL,NIELIT NEL,21-09-2023,1,9:00 AM
NL2001839,MED,NIELIT MED,05-09-2023,1,9:00 AM
NL2001840,MED,NIELIT MED,26-09-2023,1,9:00 AM
NL2001841,MED,NIELIT MED,16-09-2023,1,9:00 AM
NL2001842,MED,NIELIT MED,26-09-2023,2,2:00 PM
NL2001843,NALG,NIELIT NALG,13-09-2023,2,2:00 PM
NL2001844,NALG,NIELIT NALG,13-09-2023,2,2:00 PM
NL2001845,NALG,NIELIT NALG,28-09-2023,2,2:00 PM
NL2001846,NALG,NIELIT NALG,03-09-2023,2,2:00 PM
NL2001847,NALG,NIELIT NALG,16-09-2023,1,9:00 AM
NL2001848,NALG,NIELIT NALG,27-09-2023,2,2:00 PM
NL2001849,NALG,NIELIT NALG,29-09-2023,1,9:00 AM
NL2001850,MED,NIELIT MED,30-09-2023,2,2:00 PM
NL2001851,MED,NIELIT MED,20-09-2023,1,9:00 AM
NL2001852,MED,NIELIT MED,11-09-2023,2,2:00 PM
NL2001853,MED,NIELIT MED,10-09-2023,2,2:00 PM
NL2001854,WGL,NIELIT WGL,04-09-2023,2,2:00 PM
NL2001855,TRI,NIELIT TRI,26-09-2023,1,9:00 AM
NL2001856,TRI,NIELIT TRI,29-09-2023,2,2:00 PM
NL2001857,TRI,NIELIT TRI,22-09-2023,1,9:00 AM
NL2001858,TRI,NIELIT TRI,10-09-2023,1,9:00 AM
NL2001859,TRI,NIELIT TRI,22-09-2023,1,9:00 AM
NL2001860,TRI,NIELIT TRI,22-09-2023,2,2:00 PM
NL2001861,TRI,NIELIT TRI,01-09-2023,1,9:00 AM
NL2001862,TRI,NIELIT TRI,20-09-2023,1,9:00 AM
NL2001863,TRI,NIELIT TRI,18-09-2023,1,9:00 AM
NL2001864,TRI,NIELIT TRI,27-09-2023,2,2:00 PM
NL2001865,TRI,NIELIT TRI,19-09-2023,1,9:00 AM
NL2001866,TRI,NIELIT TRI,14-09-2023,2,2:00 PM
NL2001867,NEL,NIELIT NEL,26-09-2023,1,9:00 AM
NL2001868,TRI,NIELIT TRI,24-09-2023,2,2:00 PM
NL2001869,NEL,NIELIT NEL,22-09-2023,2,2:00 PM
NL2001870,NEL,NIELIT NEL,10-09-2023,1,9:00 AM
NL2001871,TRI,NIELIT TRI,19-09-2023,1,9:00 AM
NL2001872,TRI,NIELIT TRI,03-09-2023,2,2:00 PM
NL2001873,KARN,NIELIT KARN,10-09-2023,1,9:00 AM
NL2001874,TRI,NIELIT TRI,04-09-2023,1,9:00 AM
NL2001875,WGL,NIELIT WGL,19-09-2023,1,9:00 AM
NL2001876,TRI,NIELIT TRI,23-09-2023,1,9:00 AM
NL2001877,TRI,NIELIT TRI,05-09-2023,1,9:00 AM
NL2001878,WGL,NIELIT WGL,07-09-2023,1,9:00 AM
NL2001879,MED,NIELIT MED,24-09-2023,2,2:00 PM
NL2001880,MED,NIELIT MED,08-09-2023,1,9:00 AM
NL2001881,MED,NIELIT MED,18-09-2023,1,9:00 AM
NL2001882,MED,NIELIT MED,13-09-2023,2,2:00 PM
NL2001883,MED,NIELIT MED,04-09-2023,2,2:00 PM
NL2001884,MED,NIELIT MED,16-09-2023,2,2:00 PM
NL2001885,MED,NIELIT MED,14-09-2023,2,2:00 PM
NL2001886,MED,NIELIT MED,21-09-2023,1,9:00 AM
NL2001887,MED,NIELIT MED,06-09-2023,1,9:00 AM
NL2001888,MED,NIELIT MED,10-09-2023,1,9:00 AM
NL2001889,MED,NIELIT MED,01-09-2023,1,9:00 AM
NL2001890,MED,NIELIT MED,28-09-2023,2,2:00 PM
NL2001891,WGL,NIELIT WGL,21-09-2023,2,2:00 PM
NL2001892,WGL,NIELIT WGL,19-09-2023,1,9:00 AM
NL2001893,WGL,NIELIT WGL,28-09-2023,2,2:00 PM
NL2001894,NALG,NIELIT NALG,15-09-2023,1,9:00 AM
NL2001895,NEL,NIELIT NEL,27-09-2023,1,9:00 AM
NL2001896,NEL,NIELIT NEL,29-09-2023,1,9:00 AM
NL2001897,KARN,NIELIT KARN,12-09-2023,2,2:00 PM
NL2001898,ADI,NIELIT ADI,18-09-2023,2,2:00 PM
NL2001899,ADI,NIELIT ADI,13-09-2023,2,2:00 PM
NL2001900,ADI,NIELIT ADI,28-09-2023,2,2:00 PM
NL2001901,ADI,NIELIT ADI,04-09-2023,2,2:00 PM
NL2001902,ADI,NIELIT ADI,07-09-2023,2,2:00 PM
NL2001903,NEL,NIELIT NEL,12-09-2023,2,2:00 PM
NL2001904,ADI,NIELIT ADI,24-09-2023,1,9:00 AM
NL2001905,ADI,NIELIT ADI,17-09-2023,1,9:00 AM
NL2001906,ADI,NIELIT ADI,24-09-2023,2,2:00 PM
NL2001907,ADI,NIELIT ADI,05-09-2023,2,2:00 PM
NL2001908,ADI,NIELIT ADI,17-09-2023,2,2:00 PM
NL2001909,ADI,NIELIT ADI,11-09-2023,2,2:00 PM
NL2001910,ADI,NIELIT ADI,24-09-2023,1,9:00 AM
NL2001911,NALG,NIELIT NALG,30-09-2023,2,2:00 PM
NL2001912,NALG,NIELIT NALG,07-09-2023,2,2:00 PM
NL2001913,MED,NIELIT MED,25-09-2023,2,2:00 PM
NL2001914,MED,NIELIT MED,13-09-2023,2,2:00 PM
NL2001915,MED,NIELIT MED,27-09-2023,2,2:00 PM
NL2001916,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2001917,MAHB,NIELIT MAHB,19-09-2023,2,2:00 PM
NL2001918,MAHB,NIELIT MAHB,30-09-2023,2,2:00 PM
NL2001919,MAHB,NIELIT MAHB,27-09-2023,1,9:00 AM
NL2001920,MAHB,NIELIT MAHB,27-09-2023,1,9:00 AM
NL2001921,NEL,NIELIT NEL,14-09-2023,2,2:00 PM
NL2001922,NEL,NIELIT NEL,08-09-2023,1,9:00 AM
NL2001923,NEL,NIELIT NEL,17-09-2023,1,9:00 AM
NL2001924,PUD,NIELIT PUD,15-09-2023,2,2:00 PM
NL2001925,NEL,NIELIT NEL,17-09-2023,2,2:00 PM
NL2001926,KARN,NIELIT KARN,03-09-2023,1,9:00 AM
NL2001927,NALG,NIELIT NALG,25-09-2023,1,9:00 AM
NL2001928,NALG,NIELIT NALG,05-09-2023,2,2:00 PM
NL2001929,NALG,NIELIT NALG,01-09-2023,1,9:00 AM
NL2001930,NALG,NIELIT NALG,29-09-2023,2,2:00 PM
NL2001931,NALG,NIELIT NALG,04-09-2023,2,2:00 PM
NL2001932,KARN,NIELIT KARN,20-09-2023,2,2:00 PM
NL2001933,KARN,NIELIT KARN,12-09-2023,1,9:00 AM
NL2001934,KARN,NIELIT KARN,20-09-2023,1,9:00 AM
NL2001935,KARN,NIELIT KARN,19-09-2023,2,2:00 PM
NL2001936,KARN,NIELIT KARN,14-09-2023,1,9:00 AM
NL2001937,KARN,NIELIT KARN,25-09-2023,2,2:00 PM
NL2001938,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2001939,KARN,NIELIT KARN,27-09-2023,1,9:00 AM
NL2001940,KARN,NIELIT KARN,17-09-2023,1,9:00 AM
NL2001941,KARN,NIELIT KARN,19-09-2023,2,2:00 PM
NL2001942,KARN,NIELIT KARN,21-09-2023,1,9:00 AM
NL2001943,KARN,NIELIT KARN,02-09-2023,2,2:00 PM
NL2001944,KARN,NIELIT KARN,22-09-2023,2,2:00 PM
NL2001945,KARN,NIELIT KARN,08-09-2023,2,2:00 PM
NL2001946,KARN,NIELIT KARN,01-09-2023,2,2:00 PM
NL2001947,KARN,NIELIT KARN,15-09-2023,2,2:00 PM
NL2001948,KARN,NIELIT KARN,01-09-2023,1,9:00 AM
NL2001949,KARN,NIELIT KARN,28-09-2023,2,2:00 PM
NL2001950,KARN,NIELIT KARN,27-09-2023,1,9:00 AM
NL2001951,KARN,NIELIT KARN,08-09-2023,2,2:00 PM
NL2001952,KARN,NIELIT KARN,24-09-2023,2,2:00 PM
NL2001953,NEL,NIELIT NEL,12-09-2023,2,2:00 PM
NL2001954,KARN,NIELIT KARN,10-09-2023,2,2:00 PM
NL2001955,NIZA,NIELIT NIZA,27-09-2023,1,9:00 AM
NL2001956,NIZA,NIELIT NIZA,02-09-2023,2,2:00 PM
NL2001957,NALG,NIELIT NALG,15-09-2023,1,9:00 AM
NL2001958,NIZA,NIELIT NIZA,04-09-2023,1,9:00 AM
NL2001959,NIZA,NIELIT NIZA,11-09-2023,2,2:00 PM
NL2001960,NALG,NIELIT NALG,13-09-2023,2,2:00 PM
NL2001961,NALG,NIELIT NALG,17-09-2023,2,2:00 PM
NL2001962,NALG,NIELIT NALG,01-09-2023,2,2:00 PM
NL2001963,NEL,NIELIT NEL,14-09-2023,2,2:00 PM
NL2001964,NEL,NIELIT NEL,25-09-2023,2,2:00 PM
NL2001965,NIZA,NIELIT NIZA,19-09-2023,2,2:00 PM
NL2001966,NEL,NIELIT NEL,09-09-2023,1,9:00 AM
NL2001967,NEL,NIELIT NEL,25-09-2023,2,2:00 PM
NL2001968,NIZA,NIELIT NIZA,28-09-2023,1,9:00 AM
NL2001969,NIZA,NIELIT NIZA,08-09-2023,2,2:00 PM
NL2001970,NEL,NIELIT NEL,22-09-2023,1,9:00 AM
NL2001971,NIZA,NIELIT NIZA,30-09-2023,2,2:00 PM
